product_id,product_name,date,nav,total_value,market_value,cash,running_delta,initial_capital,data_completeness
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-02,1.0,100000.0,0.0,100000.0,0.0,0.0,funds_only
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-03,1.0,100000.0,0.0,100000.0,0.0,0.0,funds_only
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-06,1.0,100000.0,0.0,100000.0,0.0,0.0,funds_only
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-07,1.0,100000.0,0.0,100000.0,0.0,0.0,funds_only
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-08,1.0,100000.0,0.0,100000.0,0.0,0.0,funds_only
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-09,1.0,100000.0,0.0,100000.0,0.0,0.0,funds_only
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-10,1.0,100000.0,0.0,100000.0,0.0,0.0,funds_only
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-13,1.0,100000.0,0.0,100000.0,0.0,0.0,funds_only
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-14,1.0,100000.0,0.0,100000.0,0.0,0.0,funds_only
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-15,1.0082835,100828.35,89700.0,11128.35,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-16,1.0135552,101355.52,48108.00000000001,53247.52,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-17,1.0099552,100995.51999999999,47748.0,53247.52,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-20,1.1224341,112243.41,106044.0,6199.41,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-21,1.2185541,121855.41,115656.0,6199.41,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-22,1.2215540999999999,122155.41,115956.0,6199.41,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-23,1.1656868999999999,116568.69,49896.0,66672.69,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-24,1.1773869,117738.69,51066.0,66672.69,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-01-27,1.0927607999999998,109276.08,101076.0,8200.08,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-02-05,1.0229255999999998,102292.56,42975.0,59317.56,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-02-06,1.0496255999999997,104962.56,45645.0,59317.56,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-02-07,1.0890634999999997,108906.35,96962.0,11944.35,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-02-10,1.1776171999999998,117761.72,62309.0,55452.72,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-02-11,1.2314371999999998,123143.72,67691.0,55452.72,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-02-12,1.3798711999999997,137987.12,134550.0,3437.12,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-02-13,1.2707617999999998,127076.18,0.0,127076.18,0.0,0.0,funds_only
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-02-14,1.2707617999999998,127076.18,0.0,127076.18,0.0,0.0,funds_only
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-02-17,1.269852,126985.2,116551.0,10434.2,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-02-18,1.2293733,122937.33,58065.0,64872.33,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-02-19,1.3541651,135416.51,125615.0,9801.51,0.0,0.0,full
HX_CF_2_260421,HX_朝花夕拾C_beta,2025-02-20,1.3955150999999997,139551.51,129750.0,9801.51,0.0,0.0,full
