product_id,product_name,date,nav,total_value,market_value,cash,running_delta,initial_capital,data_completeness
HS300_综合_v10,,2023-01-03,1.0,100652.20000000001,48117.8,52534.4,0.0,0.0,full
HS300_综合_v10,,2023-01-04,1.0019194811439789,100845.4,81417.0,19428.4,0.0,0.0,full
HS300_综合_v10,,2023-01-05,1.0037227204174373,101026.9,81598.5,19428.4,0.0,0.0,full
HS300_综合_v10,,2023-01-06,1.0009875591392934,100751.6,81323.2,19428.4,0.0,0.0,full
HS300_综合_v10,,2023-01-09,1.0043903660327345,101094.1,81665.70000000001,19428.4,0.0,0.0,full
HS300_综合_v10,,2023-01-10,1.0105929130212752,101718.4,82290.0,19428.4,0.0,0.0,full
HS300_综合_v10,,2023-01-11,1.0103226755103216,101691.2,90961.8,10729.4,0.0,0.0,full
HS300_综合_v10,,2023-01-12,1.0083415961101694,101491.79999999999,90762.4,10729.4,0.0,0.0,full
HS300_综合_v10,,2023-01-13,1.0277609431289132,103446.4,92717.0,10729.4,0.0,0.0,full
HS300_综合_v10,,2023-01-16,1.0314310069725252,103815.8,93086.40000000001,10729.4,0.0,0.0,full
HS300_综合_v10,,2023-01-17,1.0311389120158327,103786.4,93057.0,10729.4,0.0,0.0,full
HS300_综合_v10,,2023-01-18,1.0351338569847455,104188.5,93902.0,10286.5,0.0,0.0,full
HS300_综合_v10,,2023-01-19,1.0436701830660433,105047.7,94761.2,10286.5,0.0,0.0,full
HS300_综合_v10,,2023-01-20,1.0489408080498985,105578.2,95459.7,10118.5,0.0,0.0,full
HS300_综合_v10,,2023-01-30,1.0554722102447835,106235.6,96117.1,10118.5,0.0,0.0,full
HS300_综合_v10,,2023-01-31,1.0415076868662583,104830.04000000001,86266.0,18564.04,0.0,0.0,full
HS300_综合_v10,,2023-02-01,1.054401592811682,106127.84,97350.2,8777.64,0.0,0.0,full
HS300_综合_v10,,2023-02-02,1.0517230621884073,105858.24,97080.6,8777.64,0.0,0.0,full
HS300_综合_v10,,2023-02-03,1.0413854838741727,104817.74,96040.1,8777.64,0.0,0.0,full
HS300_综合_v10,,2023-02-06,1.034977079487582,104172.72,94759.8,9412.92,0.0,0.0,full
HS300_综合_v10,,2023-02-07,1.0389978559832773,104577.42,95164.5,9412.92,0.0,0.0,full
HS300_综合_v10,,2023-02-08,1.0371955108780537,104396.01000000001,58638.100000000006,45757.91,0.0,0.0,full
HS300_综合_v10,,2023-02-09,1.0541966295818674,106107.21,60349.3,45757.91,0.0,0.0,full
HS300_综合_v10,,2023-02-10,1.051232958643726,105808.91,60051.0,45757.91,0.0,0.0,full
HS300_综合_v10,,2023-02-13,1.0631661304968996,107010.01000000001,61475.1,45534.91,0.0,0.0,full
HS300_综合_v10,,2023-02-14,1.0716348972004588,107862.41,62327.5,45534.91,0.0,0.0,full
