user_id,cumulative_return,annualized_return,mean_monthly_return,positive_month_ratio,max_drawdown,daily_vol_annual,var_5pct,downside_vol,sharpe_ratio,calmar_ratio,annual_turnover,avg_holding_period,buy_sell_ratio,trades_per_year,hhi_concentration,avg_position_ratio,cash_ratio_std,trend_strength,avg_recovery_days,_shrinkage_factor,_shrinkage_weight,_n_nav_days,_initial_capital,_raw_ann_ret
A,2.091754571026723,0.9982064141798412,0.062022902504580285,0.4666666666666667,-0.09876543209876537,0.5393305409103445,-0.011263638932729123,0.26985091220006985,1.8137419262938665,10.106839943570899,32.95624348617201,16.0,1.1697728247530954,101.06045751633987,0.16996404948746374,1.9822795392034465,0.48544334102759135,0.7195625739482793,17.0,1.0,0.6283367556468172,330.0,56880.0,1.4551692660066098
B,0.19096780052840168,0.17406717304484953,0.006895696589033218,0.6666666666666666,-0.16467329750539458,0.1879072122812702,-0.014433575974715285,0.16966913479545975,0.8199109080189697,1.0570455300389379,359.03240922290297,1.0,0.9969785020725749,1342.0994680851063,0.10861071608585433,0.5963038938296656,0.15236345887541836,0.12234521058316492,6.5,1.0,0.6433949349760438,337.0,375600.0,0.14547075266788667
C,0.27964745964218074,0.22382763898347288,0.015635249881623726,0.5333333333333333,-0.05960283705422762,0.12271624378498949,-0.006589779503329412,0.12692829425810115,1.6609670626864872,3.755318539280788,316.47638405273443,3.0,0.9817281158746815,232.35770089285717,0.035611068364042944,0.477474983508434,0.30569802127744666,0.2177467148195465,2.5,1.0,0.6132785763175906,321.0,50000.0,0.22267125337076443
