code,symbol,name,market,asset_type,date,open,high,low,close,preclose,volume,amount,pct_chg,turnover,trade_status,is_st,adjust,provider,source_function
600918,SHSE.600918,,SH,A股-上交所,2024-04-29,7.22,7.22,6.98,6.99,6.56,170697176,1210969198.41,6.5549,4.2966,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-04-30,6.8,6.84,6.62,6.66,6.99,93936577,630756117.12,-4.721,2.3645,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-06,6.71,6.75,6.6,6.63,6.66,65004962,432941283.9,-0.4505,1.6362,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-07,6.59,6.65,6.55,6.61,6.63,42659105,281506421.31,-0.3017,1.0738,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-08,6.58,6.6,6.51,6.53,6.61,29717160,194417224.02,-1.2103,0.748,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-09,6.53,6.59,6.53,6.57,6.53,31737274,208299487.7,0.6126,0.7989,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-10,6.58,6.59,6.51,6.58,6.57,32301477,211816803.89,0.1522,0.8131,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-13,6.56,6.59,6.48,6.57,6.58,35172979,229827787.89,-0.152,0.8853,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-14,6.56,6.58,6.5,6.58,6.57,33651796,219839051.21,0.1522,0.8471,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-15,6.61,6.64,6.42,6.42,6.58,40365077,262514991.06,-2.4316,1.016,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-16,6.42,6.47,6.39,6.4,6.42,27183074,174771925.3,-0.3115,0.6842,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-17,6.39,6.5,6.36,6.48,6.4,26681174,171443422.91,1.25,0.6716,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-20,6.48,6.52,6.44,6.45,6.48,26456461,171353122.98,-0.463,0.6659,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-21,6.46,6.46,6.36,6.38,6.45,18821661,120510520.57,-1.0853,0.4738,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-22,6.37,6.41,6.35,6.39,6.38,16555499,105700232.24,0.1567,0.4167,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-23,6.38,6.39,6.27,6.28,6.39,23417047,147820315.63,-1.7214,0.5894,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-24,6.26,6.3,6.24,6.27,6.28,14928617,93677251.42,-0.1592,0.3758,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-27,6.26,6.33,6.26,6.32,6.27,16507237,103810067.64,0.7974,0.4155,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-28,6.29,6.33,6.25,6.25,6.32,12499775,78506880.5,-1.1076,0.3146,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-29,6.25,6.3,6.22,6.26,6.25,11784630,73780876.81,0.16,0.2966,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-30,6.25,6.29,6.22,6.28,6.26,14840864,92869071.46,0.3195,0.3736,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-05-31,6.29,6.31,6.26,6.26,6.28,14222451,89265084.2,-0.3185,0.358,1,0,none,baostock,query_history_k_data_plus
600918,SHSE.600918,,SH,A股-上交所,2024-06-03,6.23,6.25,6.16,6.2,6.26,17784572,110193593.4,-0.9585,0.4477,1,0,none,baostock,query_history_k_data_plus
