code,symbol,name,market,asset_type,date,open,high,low,close,preclose,volume,amount,pct_chg,turnover,trade_status,is_st,adjust,provider,source_function
000559,SZSE.000559,万向钱潮,SZ,A股-深交所,2025-09-08,7.75,8.0,7.73,7.97,7.79,56907367,449208676.59,2.3107,1.7225,1,0,none,baostock,query_history_k_data_plus
000559,SZSE.000559,万向钱潮,SZ,A股-深交所,2025-09-09,7.95,8.06,7.86,8.0,7.97,58544488,465595998.44,0.3764,1.772,1,0,none,baostock,query_history_k_data_plus
000559,SZSE.000559,万向钱潮,SZ,A股-深交所,2025-09-10,8.02,8.08,7.86,7.89,8.0,43228645,342968815.07,-1.375,1.3085,1,0,none,baostock,query_history_k_data_plus
000559,SZSE.000559,万向钱潮,SZ,A股-深交所,2025-09-11,7.85,7.96,7.75,7.96,7.89,44426043,349715135.62,0.8872,1.3447,1,0,none,baostock,query_history_k_data_plus
000559,SZSE.000559,万向钱潮,SZ,A股-深交所,2025-09-12,7.94,8.0,7.86,7.86,7.96,34017725,269415228.26,-1.2563,1.0297,1,0,none,baostock,query_history_k_data_plus
000559,SZSE.000559,万向钱潮,SZ,A股-深交所,2025-09-15,7.87,8.65,7.86,8.65,7.86,75587473,637814743.69,10.0509,2.2879,1,0,none,baostock,query_history_k_data_plus
000559,SZSE.000559,万向钱潮,SZ,A股-深交所,2025-09-16,9.11,9.52,9.05,9.52,8.65,200664226,1892896021.76,10.0578,6.0738,1,0,none,baostock,query_history_k_data_plus
000559,SZSE.000559,万向钱潮,SZ,A股-深交所,2025-09-17,10.47,10.47,10.1,10.47,9.52,100810913,1051346741.26,9.979,3.0514,1,0,none,baostock,query_history_k_data_plus
000559,SZSE.000559,万向钱潮,SZ,A股-深交所,2025-09-18,11.09,11.52,10.82,11.52,10.47,440273269,5004306115.09,10.0287,13.3264,1,0,none,baostock,query_history_k_data_plus
000559,SZSE.000559,万向钱潮,SZ,A股-深交所,2025-09-19,11.5,11.5,10.37,10.37,11.52,289655801,3076706273.63,-9.9826,8.7389,1,0,none,baostock,query_history_k_data_plus
000559,SZSE.000559,万向钱潮,SZ,A股-深交所,2025-09-22,9.8,10.47,9.63,10.02,10.37,304698198,3042978281.38,-3.3751,9.1928,1,0,none,baostock,query_history_k_data_plus
000559,SZSE.000559,万向钱潮,SZ,A股-深交所,2025-09-23,10.09,11.02,9.75,11.02,10.02,315817326,3307179602.61,9.98,9.5282,1,0,none,baostock,query_history_k_data_plus
